Source,Date,sentence1,Category,label
Prothom Alo,2018-02-08 00:00:00,"মিরাজ বয়সে ইম্ম্যাচিউর,খেলায় ইম্ম্যাচিউর,কথাবার্তাও ইম্মতাচিউর।অল্প বয়সে জাতীয় দলে আসলে যা হয় আর কি",team,negative
Prothom Alo,2018-07-02 00:00:00,"ম্যাক্সওয়েলের মত পোতিভাবান ক্রিক্রেটার অষ্ট্রেলিয়া দলে কেও নেই তাকে নিয়মিত ওয়ানডে দলে রাখা উচিত।,",team,positive
Prothom Alo,2018-10-02 00:00:00,আমার মতে উইকেট ঠিকই আছে। এমন উইকেট না হলে বাংলাদেশ কখনোই প্রতিপক্ষের ২০ উইকেট নিতে পারবে না।,other,negative
Prothom Alo,2018-07-02 00:00:00," দেখা যেতে পারে একথা বললে চলবেনা, ওকে একাদশে মাঠে দেখতে চাই।",team management,negative
Prothom Alo,2018-11-02 00:00:00,"ফটকা দেশের ফটকা নিয়ম,সব খানেই অনিয়ম।",other,negative
Prothom Alo,2018-11-02 00:00:00,নান্নু মতো লিজেন্ডরাই আমাদের ক্রিকেট ধবংস ,team management,negative
Prothom Alo,2018-04-02 00:00:00,এই মুহূর্তে পৃথিবীর সবচেয়ে ভয়ংকর শক্তিশালী ক্রিকেট দল বাংলাদেশ,team,positive
Prothom Alo,2018-08-02 00:00:00, 4থ ইনিংস তোমাদের ব্যাট করতে হবে ,batting,negative
Prothom Alo,2018-06-02 00:00:00,মিরপুরের পিচে সাকিব ছাড়া জয় কল্পনাও করা যায় না,team,negative
Prothom Alo,2018-10-02 00:00:00,শ্রীলঙ্কার ব্যাটসম্যানরাও একই পিচে খেলছে। ,batting,neutral
Prothom Alo,2018-02-08 00:00:00, আফঘানিস্তানের খেলা দেখেন আর এদেরটা দেখেন। কয়দিন পর আফঘানিস্তানের কাছেও এই বলদদের হারতে ,team,negative
Prothom Alo,2018-10-02 00:00:00, আমাদের টিম ম্যানেজমেন্ট বড়ই আবেগী!,other,negative
Prothom Alo,2018-02-08 00:00:00,দয়া করে প্রথম গ্লান্সেই ১৩০ কোটির হিসাবটা কেউ তুলবেননা।তাহলে শ্রীলংকা ৭ -৮ টা ট্রফি পেতোনা।,team,neutral
BBC Bangla,23/1/2018, জিম্বাবুয়েকে আর ভাল লাগে না এখন আমরা চাই বাংলাদেশ শ্রীলঙ্কাকে যে ন হারাক,team,negative
Prothom Alo,2018-10-02 00:00:00,ভাবসাবে মনে হয় মোসাদ্দেক আসলে শ্রীলংকাকে টপকিয়ে দিত!,team,negative
Prothom Alo,2018-10-02 00:00:00,আন্তর্জাতিক টেস্ট ক্রিকেট থেকে বাংলাদেশের বহিষ্কার চাই,team,negative
Prothom Alo,2018-08-02 00:00:00,পাপন খেলা দেখেনি?রাজ্জাক কি জিনিষ মাঠে এসে দেখ,bowling,negative
Prothom Alo,2018-11-02 00:00:00,বিপিএল গভর্নিং কাউন্সিলও বসুন্ধরা গ্রুপের কাছে ফেল...,team management,negative
BBC Bangla,30/1/2018,গত বিশ বছরে অনেক কে দিয়ে চেস্টা করানো হয়েছে সবাই ফেল করেছে। তাই সাকিব vs বাকি দশ টাইগার।,team,negative
Prothom Alo,2018-10-02 00:00:00,"টেস্ট ম্যাচে সাব্বির, টি২০তে মুশফিক কে রাখা ঠিক নয়।",team management,negative
Prothom Alo,2018-08-02 00:00:00, এ টেস্টে আরেকজন পেসারের দরকার ছিলো।,other,negative
Prothom Alo,2018-10-02 00:00:00,মার মনে হয় কিউরেটর নতুন কাউকে নিয়ে আসা যেতে পারে।,team management,negative
Prothom Alo,2018-10-02 00:00:00,তাকে আজীবনের জন্যে বাংলাদেশ ক্রিকেকেটের প্রধান কোচের দায়িত্ব দেওয়া হোক,team,negative
Prothom Alo,2018-10-02 00:00:00,"আহা!!! কত ছুন্দর কেলা কেলে বাঙালি """,other,negative
Prothom Alo,2018-08-02 00:00:00,রাজের রাজসিক প্রত্যাবর্তন! ,bowling,positive
Prothom Alo,2018-02-08 00:00:00,"সাব্বির একাই ম্যাচ জেতাবে,চিন্তার কোন কারন নেই ।।",batting,positive
Prothom Alo,2018-04-02 00:00:00,কোনে প্লেয়ারকে ছোট করে দেখতে নেই।যেমন লিটন দাশ,batting,negative
Prothom Alo,2018-11-02 00:00:00,"গতি দানব খালেদ মাহামুদ সুজি, পাপন আর মিনু চাচুদের দিয়ে এদেশের ক্রিকেটের উন্নতি হবে না। ",team management,negative
Prothom Alo,2018-02-08 00:00:00,"পাকিস্তান বোলিং এ সর্বকালের সেরা একটি দল,যাদের কোনো তুলনা হয় না",team,positive
Prothom Alo,2018-11-02 00:00:00,"অনুশীলনও দরকার। তাকে যদি কোথাও না রাখি, তাহলে তো অনুশীলনের সুবিধাও পাবে না।’",other,negative
Prothom Alo,2018-11-02 00:00:00,বোর্ডের লোকেরার তালবাহানা শুরু করছে।,team management,negative
Prothom Alo,2018-07-02 00:00:00,বাংলাদেশের জাতীয় দলের সবাই ভালোই খেলে ,team,positive
Prothom Alo,2018-07-02 00:00:00, ভারতের বাহিরে বিড়াল নাম টা মুছন করার সুবর্ণ সুযোগ.,team,neutral
Prothom Alo,2018-08-02 00:00:00, দোয়া করি সে যেনো বাংলাদেশকে অনেক দিতে পারে,bowling,positive
Prothom Alo,2018-09-01 00:00:00,বাংলাদেশের ব্যাটিং কান্ড ৪র্থ ইনিংসে দেখিয়ে দেেব ওরা বাংলার সত্যিকারের টাইগার,batting,positive
Prothom Alo,2018-11-02 00:00:00,এদেশে শেষ বলে কোন শব্দ নেই। ওস্তাদ মশাইরা ঠিকি কোন কোন না ফাঁকফোকর বের করে নিবে।,other,negative
Prothom Alo,2018-09-02 00:00:00,এখন টেস্ট খেলা দেখে মনে হচ্ছে এদের ক্রিকেট ছেড়ে দিয়ে হাডুডু খেলা উচিত যাতে অন্তত চ্যাম্পিয়ন হবার সম্ভাবনা আছে!,other,negative
BBC Bangla,25/1/2018,ক্রিকেট বাদ দিয়ে দেশের মেধাবী তরুণ তরুণীদের পেছনে অর্থ ব্যায় করুন।,other,negative
Prothom Alo,2018-10-02 00:00:00,এদের কে দল থেকে বাদ দিয়ে দিলে এরা বুঝতে পারবে। খেলাটা কত প্রোয়জন দেশের জন্য।,other,negative
Prothom Alo,2018-11-02 00:00:00,বিপিএলে রাজশাহী ভাল খেলতে পারেনি। এজন্য আমরা সমর্থকরা হতাশ নই। ,team,positive
Prothom Alo,2018-08-02 00:00:00,"মামু, চাচা নেই বলে অবহেলিত ক্রিকেটার আব্দুর রাজ্জাক কে, দীর্ঘ দিন থেকে জাতীয় টিমে নেওয়া হয়নি,,,",bowling,negative
Prothom Alo,2018-07-02 00:00:00,টেস্টে খুব বিপদজনক বোলিং পিচ করেছিল ৩টার মধ্যে আফ্রিকার কারো ১০০ নাই কোহলি দেখিয়ে দিয়েছে আমার জন্য বোলিং পিচ ১০০ করাও অসম্ভব না।,batting,neutral
